True Label,Predicted Label,Content
definition,problem,"the maxflow problem : given . we are given a network italic_G RELOP_equals OPEN_( italic_V PUNCT_, italic_E CLOSE_) with NUM special vertices italic_s PUNCT_, italic_t RELOP_element_of italic_V , italic_E is a set of directed edges , and each edge OPEN_( italic_i PUNCT_, italic_j CLOSE_) RELOP_element_of italic_E has a capacity italic_C POSTSUBSCRIPT_start italic_i italic_j POSTSUBSCRIPT_end RELOP_greater_than NUM . to do . determine the maximum amount of flow that can be sent from italic_s to italic_t such that in each edge OPEN_( italic_i PUNCT_, italic_j CLOSE_) RELOP_element_of italic_E , the flow italic_f OPEN_( italic_i PUNCT_, italic_j CLOSE_) is at most its capacity italic_C POSTSUBSCRIPT_start italic_i italic_j POSTSUBSCRIPT_end . that is , NUM RELOP_less_than_or_equals italic_f OPEN_( italic_i PUNCT_, italic_j CLOSE_) RELOP_less_than_or_equals italic_C POSTSUBSCRIPT_start italic_i italic_j POSTSUBSCRIPT_end PUNCT_, BIGOP_for_all OPEN_( italic_i PUNCT_, italic_j CLOSE_) RELOP_element_of italic_E .                                                                                                                                                                                                                                                                                                                                                                                           "
definition,proof,"we retain the notations and definitions of the previous section . furthermore , for any prime italic_p , we define the following compact subgroups of OVERACCENT_widetilde ARG_start italic_F ARG_end OPEN_( blackboard_Q POSTSUBSCRIPT_start italic_p POSTSUBSCRIPT_end CLOSE_) :                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            "
definition,proposition,let italic_G be a profinite group .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
definition,question,is the maximal pro - italic_p quotient OPFUNCTION_Gal OPEN_( OVERACCENT_overline ARG_start italic_L ARG_end MULOP_divide OVERACCENT_overline ARG_start italic_K ARG_end PERIOD_. italic_L CLOSE_) POSTSUPERSCRIPT_start italic_p POSTSUPERSCRIPT_end of the [ geometric ] galois group OPFUNCTION_Gal OPEN_( OVERACCENT_overline ARG_start italic_L ARG_end MULOP_divide OVERACCENT_overline ARG_start italic_K ARG_end PERIOD_. italic_L CLOSE_) a free pro - italic_p group ?                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
definition,related work,"whaley citationelement defines deception as a misperception that is intentionally induced by other entities . in his typology of perception , deception has three requirements : NUM ) not a <unk> , NUM ) not self - induced and NUM ) not induced unintentional . around ten years after this publication bell and whaley citationelement published a taxonomy of deception . this taxonomy classifies deception into two major categories : dissimulation and simulation . dissimulation consists of three classes : masking , repacking and dazzling , whereas mimicking , inventing and <unk> are within the simulation category . this taxonomy is the most frequently employed taxonomy for deception in the information security domain . in this work , the taxonomy from bell and whaley is used . <unk> and <unk> citationelement categorized deception based on the six principles of deception introduced by fowler and nesbit citationelement : deception should reinforce enemy expectations , have realistic timing and duration , be integrated with operation , be coordinated with concealment of true intentions , be tailored to needs of the setting and be imaginative and creative . their taxonomy differentiates nine classes of deception : concealment , camouflage , false and planted information , lies , displays , ruses , demonstrations , feints and insight . rowe and rothstein citationelement proposed a taxonomy based on the works of fillmore citationelement , copeck citationelement and austin citationelement on linguistic cases . their taxonomy consists of NUM cases in NUM groups . stech et al . citationelement found that deception is defined in literature in a number of ways . they published a scientometric analysis of the concept of deception in the cyber - space domain . monroe citationelement compared several competing definitions of deception . he introduces a taxonomy that closely matches u . s . army doctrinal concepts . the taxonomy is structured in three layers , where the two main categories ( active deception and cover ) comprise NUM atomic peculiarities of deception . in NUM the u . s . army citationelement published a document that grouped <unk> as part of information operation and related to electronical warfare ( ew ) , psychological operation ( <unk> ) , computer network operation ( cno ) and operation security ( opsec ) . shim and arkin citationelement compared several taxonomies for deception in respect to the domain . in the information security domain , the previously introduced taxonomy from rowe based on linguistic cases was chosen . other domains are : philosophy , psychology , economics , military ( taxonomy from bell and whaley ) and biology . almeshekah and spafford citationelement published a work on planning and integrating of deception . they proposed a taxonomy with focus on the deception targets . later on , almeshekah citationelement extended the previous work by grouping deception and other security mechanisms into four categories . he then identified intersections of the categories and mapped the mechanisms to the famous kill chain proposed by hutchins et al . citationelement . pawlick et al . citationelement created a"
definition,remark,"the submarkovian kernel of the killed random walk is italic_p POSTSUPERSCRIPT_start italic_A POSTSUPERSCRIPT_end OPEN_( italic_x PUNCT_, italic_y CLOSE_) RELOP_equals OPEN_{ ROW_start CELL_start italic_p OPEN_( italic_x PUNCT_, italic_y CLOSE_) CELL_end CELL_start ATOM italic_x RELOP_element_of italic_A PUNCT_, CELL_end ROW_end ROW_start CELL_start NUM CELL_end CELL_start ATOM PERIOD_. CELL_end ROW_end although theorem ref is true for italic_A non connected , we have in this section to assume italic_A is connected . when italic_X is transient , green function may be defined for the non - killed random walk and we can consider italic_A RELOP_equals italic_G ( or the connected component of italic_o if italic_G was not connected , which would have little interest ) . this leads to the result for italic_l POSTSUBSCRIPT_start italic_A POSTSUBSCRIPT_end in next section .                                                                                                                                                                                                                                                                                                                                                                                                   "
definition,result,the measurements presented in this paper refer to the phase - space given in table ref . normalised inclusive jet cross sections are measured as functions of italic_Q POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end and double differentially as function of italic_Q POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end and the transverse jet momentum italic_P POSTSUBSCRIPT_start italic_T POSTSUBSCRIPT_end in the breit frame . normalised NUM - jet and NUM - jet cross sections are presented as a function of italic_Q POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end . in addition the NUM - jet cross sections are measured double differentially as function of italic_Q POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end and the average transverse momentum of the two leading jets OPEN_langle italic_P POSTSUBSCRIPT_start italic_T POSTSUBSCRIPT_end CLOSE_rangle RELOP_equals FRACOP_italic_divide ARG_start NUM ARG_end ARG_start NUM ARG_end MULOP_cdot OPEN_( italic_P POSTSUBSCRIPT_start italic_T POSTSUBSCRIPT_end POSTSUPERSCRIPT_start jet1 POSTSUPERSCRIPT_end ADDOP_plus italic_P POSTSUBSCRIPT_start italic_T POSTSUBSCRIPT_end POSTSUPERSCRIPT_start jet2 POSTSUPERSCRIPT_end CLOSE_) or as function of italic_Q POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end and of the proton momentum fraction italic_xi . the NUM - jet cross section normalised to the NUM - jet cross section as function of italic_Q POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end is also presented .                                                                                                                                                                                                                                                                                                                                              
definition,simulation,"the fundamental dimensional units for our simulations are the length italic_L of the box edge , the mean density OVERACCENT_bar ARG_start italic_rho ARG_end RELOP_equals italic_M MULOP_divide italic_L POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end of matter in the box , and the ( isothermal ) sound speed italic_c POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end RELOP_equals italic_square_root ARG_start italic_k italic_T MULOP_divide italic_mu ARG_end . because self - gravity is crucial in the problems under study , it is useful to describe the size of the simulated region relative to the minimum jeans - unstable wavelength italic_L POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end RELOP_equivalent_to italic_c POSTSUBSCRIPT_start s POSTSUBSCRIPT_end OPEN_( italic_pi MULOP_divide G OVERACCENT_bar ARG_start italic_rho ARG_end CLOSE_) POSTSUPERSCRIPT_start NUM MULOP_divide NUM POSTSUPERSCRIPT_end at the cloud 's mean density and temperature . for each simulation we therefore define the size via the jeans number italic_n POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end RELOP_equivalent_to italic_L MULOP_divide italic_L POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end ; using italic_c POSTSUBSCRIPT_start italic_s POSTSUBSCRIPT_end RELOP_equals NUM km s POSTSUPERSCRIPT_start ADDOP_minus NUM POSTSUPERSCRIPT_end OPEN_( italic_T MULOP_divide NUM K CLOSE_) POSTSUPERSCRIPT_start NUM MULOP_divide NUM POSTSUPERSCRIPT_end for italic_mu RELOP_equals NUM italic_m POSTSUBSCRIPT_start italic_p POSTSUBSCRIPT_end the corresponding physical size is italic_L RELOP_equals italic_n POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end italic_L POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end RELOP_equals italic_n POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end MULOP_times NUM pc OPEN_( FRACOP_italic_divide ARG_start italic_T ARG_end ARG_start NUM K ARG_end CLOSE_) POSTSUPERSCRIPT_start NUM MULOP_divide NUM POSTSUPERSCRIPT_end OPEN_( FRACOP_italic_divide ARG_start italic_n POSTSUBSCRIPT_start italic_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end ARG_end ARG_start NUM POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end cm POSTSUPERSCRIPT_start ADDOP_minus NUM POSTSUPERSCRIPT_end ARG_end CLOSE_) POSTSUPERSCRIPT_start ADDOP_minus NUM MULOP_divide NUM POSTSUPERSCRIPT_end PERIOD_. with the parameter values italic_n POSTSUBSCRIPT_start italic_J POSTSUBSCRIPT_end RELOP_equals NUM PUNCT_, NUM PUNCT_, NUM used in the present simulations , the box edge would respectively correspond to approximately NUM PUNCT_, NUM PUNCT_, or NUM pc at the mean conditions in a molecular cloud ( italic_n POSTSUBSCRIPT_start italic_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end RELOP_similar_to NUM ) , a factor NUM smaller for conditions within a cloud clump ( italic_n POSTSUBSCRIPT_start italic_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end RELOP_similar_to NUM POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ) , or a factor NUM smaller for conditions in a dense core ( italic_n POSTSUBSCRIPT_start italic_H POSTSUBSCRIPT_start NUM POSTSUBSCRIPT_end POSTSUBSCRIPT_end RELOP_similar_to NUM POSTSUPERSCRIPT_start NUM POSTSUPERSCRIPT_end ) .                                                                                                                                                                   "
example,abstract,"for corresponding parametrizations of the n - connection , d - metric and d - connection coefficients of a n - anholonomic space , it is possible to model various classes of ( generalized ) lagrange , finsler and riemann - cartan spaces . we briefly analyze three such nonholonomic geometric structures .                                                                                                                                                                                                                                                                                                                                                                                                                                                                           "
example,caption,the chebyshev polynomials of the first and the second kind .                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
